,id,palabra_clave,cant_likes
17280,Cy14wemu4If,MASSA,3781
17281,Cy1bbDmJdjb,MASSA,19714
17282,Cy1MIyJiUrI,MASSA,20853
17283,Cy0i45zMR88,MASSA,2981
17284,Cyy737cL-Qg,MASSA,19927
17285,Cyy1GhzNDqL,MASSA,17174
17286,CyRXK3_xA09,MASSA,550
17287,CyPP3adsKv7,MASSA,595
17288,CymmG9as6kz,MASSA,1514
17289,CyjVsJ-R4i-,MASSA,450
17290,CyhL3uepafC,MASSA,532
17291,CygcDzAOpYZ,MASSA,591
17292,CydvillsZh4,MASSA,554
17293,CyKchZGuOJW,MASSA,372
17294,Cy1rRFONVR3,MASSA,13067
17295,Cy1EaRqPuMn,MASSA,23803
17296,Cy_PVHoMKmR,MASSA,30975
17297,Cyy9sGMsdyP,MASSA,23934
17298,CyynXjAMHBE,MASSA,11082
17299,CywARbNMBth,MASSA,20079
17300,CyuhOHHs3vJ,MASSA,21319
17301,CyubPbOMSEl,MASSA,8942
17302,CyuZQuVOELU,MASSA,11687
17303,CyuVEYpK93B,MASSA,10578
17304,CyuUv9VMeeY,MASSA,4240
17305,CyuK0sRsvJ8,MASSA,48893
17306,Cyt1BNLPKo1,MASSA,9561
17307,CytoKg2M4_E,MASSA,17641
17308,Cytgt8oM2BQ,MASSA,2301
17309,CytgrH6MjLC,MASSA,25967
17310,Cytb1z_sBvG,MASSA,7307
17311,CytI7URMS16,MASSA,9334
17312,CytIdyzs_oB,MASSA,12383
17313,CytAsU_Mg4X,MASSA,21083
17314,Cy1C16JrVXE,MASSA,15179
17315,CymoAWdKThd,MASSA,9239
17316,Cy4Ufv0Nvdh,MASSA,21352
17317,CzExOB2NXZQ,MASSA,9605
17318,CzFi4jWr8-C,MASSA,39236
17319,CzFA8rmssze,MASSA,21810
17320,CzEvOZWyCB9,MASSA,28113
17321,CzAQ5RjvneV,MASSA,81552
17322,Cy_aveOsCY9,MASSA,55084
17323,Cy3VccKNeJw,MASSA,19079
17324,CyudWrNNlmg,MASSA,2547
17325,Cy0-_-INNLX,MASSA,17877
17326,Cy2CXB1IgeD,MASSA,28775
17327,Cy1ZvCOI0A1,MASSA,1646
17328,Cy1S_gwofxz,MASSA,1530
17329,Cy1Blj-iVNF,MASSA,17159
17330,Cy1MEpOoADm,MASSA,2403
17331,CyzJjdEtTWc,MASSA,23004
17332,CyyhO4wLciV,MASSA,10504
17333,CyyaLMqR_tM,MASSA,916
17334,CywyhfnoKxT,MASSA,3745
17335,Cywd59fq3d2,MASSA,3601
17336,Cyv7lvPqa2Z,MASSA,2238
17337,Cyuck4LNtSi,MASSA,3172
17338,CyuKkjgIBaz,MASSA,9770
17339,CywJZWCLU6P,MASSA,2645
17340,CyvgPLxBOhY,MASSA,25081
17341,CyvSgdvvjk8,MASSA,1736
17342,CyuYXeTNELz,MASSA,4254
17343,CyuXB1kII3T,MASSA,2347
17344,CyvZ9HVq5Ff,MASSA,14897
17345,CyudDAQNJeG,MASSA,781
17346,CyuPkYdI5LE,MASSA,2507
17347,CytT59AKGEL,MASSA,6284
17348,CzMM01jOYVf,MASSA,9098
17349,CzMGB7vt8p9,MASSA,17573
17350,CytTYl4q3mr,MASSA,4002
17351,CzKwNNANzE0,MASSA,11725
17352,CzKDkK5JOtn,MASSA,2058
17353,CzIEKcPt7SU,MASSA,4958
17354,CzHzYxIJoLx,MASSA,12148
17355,CzGyadjsvkx,MASSA,8892
17356,CzHKNJVqes-,MASSA,11579
17357,CzG1mSOMGVI,MASSA,1239
17358,Cy5qVtAOqmR,MASSA,745
17359,Cy4hG93tiTH,MASSA,20988
17360,Clrt_zNDxhz,MASSA,64
17361,Ct2j39KMB2n,MASSA,909
17362,ClxFyajAybi,MASSA,3868
17363,ClHt5CBDQGi,MASSA,49
17364,ClESJZbueJu,MASSA,117
17365,ClCIOtYJ0A0,MASSA,200
17366,ClBz8CjuAvN,MASSA,1264
17367,ClBuB5Cu6qn,MASSA,903
17368,CtkbYPiNFxr,MASSA,573
17369,CthMIhxNXXe,MASSA,1248
17370,CkRoWtQjlPN,MASSA,117
17371,CjbGjA1DQdq,MASSA,90
17372,ClHWoDnrjWC,MASSA,9165
17373,CtMGaAWt8xQ,MASSA,1808
17374,CjJcY93jI-d,MASSA,166
17375,CiyDvNRPNGL,MASSA,192
17376,CiTLU-DjHwi,MASSA,130
17377,CktZBULtPSU,MASSA,553
17378,ChfiTDADXUu,MASSA,83
17379,Cgm85kCOENc,MASSA,378
17380,CkYZgxOs9lc,MASSA,7183
17381,ChLJdEQj5Nn,MASSA,59
17382,Cg5VBKwjiKz,MASSA,62
17383,Cgz-M6cpGQG,MASSA,1209
17384,CgnDeXbpwXi,MASSA,6063
17385,CguTS2Yuilp,MASSA,4254
17386,CgsduRoDI51,MASSA,128
17387,CzZqsSqotqW,MASSA,7113
17388,CzZTEQKxRm_,MASSA,26072
17389,CzZIblSMBNr,MASSA,4078
17390,CzY3IvUpv0U,MASSA,1871
17391,CzXoKfLL9oK,MASSA,16837
17392,CzXOIVyugeJ,MASSA,3891
17393,CzTfXUsuSNp,MASSA,1323
17394,CzXMuOysz9r,MASSA,15296
17395,CzXmWWgMBWV,MASSA,751
17396,CzXevBKp9T6,MASSA,507
17397,CzU386wKig0,MASSA,1434
17398,CzYzRDDqkLq,MASSA,6217
17399,CzV_kWVBA4_,MASSA,5186
17400,CzV8n_5iBh-,MASSA,1099
17401,Cm1pbHuPQ_0,MASSA,14366
17402,Cmxllgiv6UO,MASSA,6474
17403,CmuvCq7JMIC,MASSA,1553
17404,CmNd9wdN3m_,MASSA,1246
17405,Cgkt1NKrVqb,MASSA,2374
17406,Ce1_Yw1t-iR,MASSA,937
17407,Cz874rZP3qt,MASSA,15965
17408,Cz3SlvFMDr0,MASSA,84577
17409,ClzPLqaIRsl,MASSA,5249
17410,Clr6MECMFwC,MASSA,928
17411,CloeOfiteh4,MASSA,8873
17412,ClhVG1Ytf31,MASSA,519
17413,ClcfatOsuK8,MASSA,13077
17414,ClPZxLPtspC,MASSA,4078
17415,ClHEo8_BRPi,MASSA,5208
17416,ClD7Cc4MpR4,MASSA,3033
17417,Ck8hOIZSXtR,MASSA,1925
17418,Ck3Q1PUP645,MASSA,2860
17419,Ckw57LEPDwq,MASSA,2062
17420,Ckw2jCnreMS,MASSA,1619
17421,Ckv3jS-tXMh,MASSA,479
17422,Ckf35PsM3Uf,MASSA,620
17423,CkdunrqM4pa,MASSA,16195
17424,CkVkrH-s91S,MASSA,437
17425,CkQ_zwXJhPc,MASSA,891
17426,CkJ7zdbPLdc,MASSA,880
17427,CkAwrpbtHoH,MASSA,848
17428,Cj8pHEWN8wV,MASSA,9599
17429,Cj8CoUjL6uB,MASSA,1089
17430,Cju8yg4rdU0,MASSA,669
17431,CjtV1kLvIsK,MASSA,2768
17432,Cjq-rTIPO6G,MASSA,172
17433,CjplbvMP9RN,MASSA,771
17434,Cjo8Sh7v_Yy,MASSA,2622
17435,CjopcL7vuu4,MASSA,3756
17436,Cjnp4yYJB1Q,MASSA,3173
17437,CjncML8JMjo,MASSA,8757
17438,CjlwSU6sf-Z,MASSA,4873
17439,CytXRRGMfKI,MASSA,5841
17440,CyhIBJsCqc2,MASSA,6130
17441,CycZ_lJt7PM,MASSA,19588
17442,CyZ1M9ZLFmB,MASSA,4148
17443,CyZIgCnu9YV,MASSA,2608
17444,CyEb7aKN-jE,MASSA,6977
17445,CytRdYsgeYK,MASSA,637
17446,CyucYmbNiWd,MASSA,2946
17447,CyQiEA-uFjl,MASSA,5802
17448,CyuXNhtsl3K,MASSA,55462
17449,CytyPd3MTpT,MASSA,31039
17450,CyN0DMToiZ2,MASSA,7627
17451,CyL4fCuoLsF,MASSA,1506
17452,CyKEr0lqk4f,MASSA,808
17453,CyKO-AxsWN5,MASSA,3298
17454,CyKM75nIS64,MASSA,2376
17455,CywTf_1MMOb,MASSA,5860
17456,CywTFNGPRDm,MASSA,8613
17457,Cu98JZzNPFT,MASSA,122
17458,Cu0WjZrN6kV,MASSA,428
17459,CYPfLn4P5CT,MASSA,8816
17460,CLCRCJVBP5h,MASSA,5331
17461,CuaLO_CPA6d,MASSA,2247
17462,CuaEHzIM09r,MASSA,350
17463,CuUW2Oquucw,MASSA,715
17464,CuPU7KyuV9M,MASSA,648
17465,CYEVHxfsaqp,MASSA,2011
17466,Ct-FHx4vmoj,MASSA,1404
17467,Ct9h5gWu-wV,MASSA,482
17468,Ct4ypDJJ27C,MASSA,219
17469,CukfkG5pN51,MASSA,1652
17470,Cy_z2a0h55F,MASSA,4027
17471,CzL5wcdq3-W,MASSA,24475
17472,CzEwiR5pBZk,MASSA,11135
17473,CzCyliwA-jH,MASSA,255
17474,Cy1VMvZv7f3,MASSA,2958
17475,Cy6uGnsPM9R,MASSA,140
17476,Cy1tielOq0a,MASSA,1082
17477,Cy1okiEu4ZU,MASSA,1845
17478,Cy1C3muODOg,MASSA,2133
17479,Cy1NZ0rOub2,MASSA,2289
17480,CywnlqBOyz6,MASSA,906
17481,CyweLsVPyuR,MASSA,3884
17482,CywJb_BO0OP,MASSA,886
17483,Cyv39ChumNN,MASSA,3666
17484,CyuilFhOj2u,MASSA,866
17485,Cyuf-BZM9Pb,MASSA,89
17486,Cy4bUn5hO1z,MASSA,1611
17487,CyuWOOBOGIV,MASSA,59
17488,CyuToGOsaDB,MASSA,474
17489,CzD9XwEMzxV,MASSA,14306
17490,Cy6f8LMAB5j,MASSA,26405
17491,Cy5yms5s7Hy,MASSA,12864
17492,Cy54jB9JqbX,MASSA,1729
17493,Cy4g8lEPCV9,MASSA,4745
17494,CyzeMrYLALM,MASSA,12510
17495,CyhH7GPp28K,MASSA,623
17496,CyKSqfEOvyU,MASSA,106
17497,CylvKJJRAGX,MASSA,327
17498,CyeoBTBOWPK,MASSA,791
17499,Cy3Tvydu5aP,MASSA,14987
17500,Cy1z2VSsClq,MASSA,24374
17501,Cy1crCtP9Q8,MASSA,13416
17502,CyyOoYlM8fl,MASSA,19779
17503,Cyvoyn5sMVY,MASSA,61745
17504,CywRZpCscOa,MASSA,6954
17505,CyucKzqMCsp,MASSA,8075
17506,CytVzEsMXuQ,MASSA,9446
17507,CzGhD49MDjI,MASSA,29150
17508,CzAY_Ihqm2n,MASSA,44902
17509,Cy17tkvtyMz,MASSA,7145
17510,Cy13dF7ise1,MASSA,7207
17511,CywW8K7LJwk,MASSA,5098
17512,Cy1qMy1NGwh,MASSA,8188
17513,CzHA3s7sJIM,MASSA,45145
17514,Cy2Gu71oFIh,MASSA,7349
17515,Cy2596So9zw,MASSA,4165
17516,Cy0VJ1QtiHt,MASSA,1560
17517,Cy1uZo6NBJM,MASSA,4879
17518,Cy0umNStEUn,MASSA,60780
17519,Cyx-CZit2u-,MASSA,6060
17520,CyuUgVJvJK3,MASSA,8914
17521,Cyvm9P2q4ma,MASSA,3944
17522,CyuWMW7Ikyw,MASSA,15472
17523,CytVnz_qLoD,MASSA,909
17524,CzKPiHpJc55,MASSA,5846
17525,CuC0T3ipZj_,MASSA,939
17526,ClHS3VkJeKP,MASSA,1059
17527,Ck9FETTvwFC,MASSA,147
17528,CtP7xVbtf2Q,MASSA,971
17529,CileJ8yjaCp,MASSA,73
17530,CiBfYPsjFsF,MASSA,30
17531,CzZDhACJwOm,MASSA,10430
17532,CzXgErJPfGR,MASSA,769
17533,Cm1wVZ3PvEt,MASSA,6154
17534,Cz9XrrCMD8o,MASSA,11383
17535,Cz4fPH6PvQQ,MASSA,77489
17536,ClwXUFuAVih,MASSA,4209
17537,ClqVKn5Nk_k,MASSA,1884
17538,ClFGrHAL8ap,MASSA,2422
17539,Cky3cqQNd3v,MASSA,7130
17540,CkrVLuBLBAB,MASSA,2192
17541,Ckf-y-Xtori,MASSA,1552
17542,Ckeo4iDJv-L,MASSA,1482
17543,CkdMRWYshei,MASSA,2635
17544,CkLPQrMNRtL,MASSA,984
17545,Cj_QfzYLE5A,MASSA,1102
17546,Cj36LwjtMOg,MASSA,1774
17547,Cj3sXtyr5Bo,MASSA,1453
17548,Cjz_jl0hl1f,MASSA,9255
17549,CjyD9qytc4i,MASSA,7975
17550,Cjx2CBIrTZR,MASSA,1559
17551,CjjheNXpCQF,MASSA,310
17552,Cjc0WlPLQJu,MASSA,1240
17553,CzmWv5ROr9g,MASSA,858
17554,CjULoHbvRd4,MASSA,6751
17555,CjJjyO-KiQs,MASSA,368
17556,CjJZlp-Bhhh,MASSA,495
17557,CjE1wNgr9Pk,MASSA,956
17558,CjEP-MArM6A,MASSA,917
17559,CjDtmBSBfWm,MASSA,4234
17560,CjDgWMvPxk2,MASSA,1284
17561,CjBdyOoBARU,MASSA,5995
17562,CzoRLIDKVgS,MASSA,16601
17563,Cz2JmCKpXod,MASSA,5423
17564,Ci9HTnzhIdg,MASSA,2787
17565,CzpVOZyLcUc,MASSA,10781
17566,Cz2Jt74MLSk,MASSA,4073
17567,Cz2H9KaJSHK,MASSA,25470
17568,Cix9QBENiV_,MASSA,470
17569,CiurxmSN-NY,MASSA,802
17570,Cz07XdnMVPC,MASSA,12327
17571,Czy4Pf_seaI,MASSA,2916
17572,CioI-cuBFZ0,MASSA,3087
17573,CioGLehMFR1,MASSA,4716
17574,CilkLU7pI3n,MASSA,6817
17575,Cik2V1OJ9PM,MASSA,798
17576,CijQf0fthP9,MASSA,1823
17577,CijJmMBjmk3,MASSA,1628
17578,CigrtoBjJ3C,MASSA,1228
17579,CigChCsLwdm,MASSA,383
17580,CzsJKYPqtOx,MASSA,13229
17581,CidaQ1NhANL,MASSA,572
17582,CzuNuAfygvJ,MASSA,2717
17583,CibAzMvL7mX,MASSA,449
17584,CzwnyusuBmI,MASSA,10511
17585,CiWazb_tujG,MASSA,6240
17586,CiWONI7vfb5,MASSA,4832
17587,CiTbwBFM6jt,MASSA,5548
17588,Cz2os8NBKVl,MASSA,1000
17589,CiOVfooqfUe,MASSA,16546
17590,CiNNgSeNUEJ,MASSA,14054
17591,CiMI2gwpA5t,MASSA,5831
17592,CzrMGQ8sHzp,MASSA,499
17593,CzuePBxx5A5,MASSA,509
17594,Czuy-zfqk0o,MASSA,671
17595,CiGlMsvhvLD,MASSA,935
17596,CzxAMETryv2,MASSA,177
17597,Cz2Le0rLMgu,MASSA,3846
17598,Cz2IweALaGM,MASSA,3519
17599,Cz1lUh9xQY5,MASSA,841
17600,Cz2OdQFrYUg,MASSA,768
17601,Cz2YcMlriTF,MASSA,4440
17602,Cz1T9EIOVil,MASSA,294
17603,Ch4_H4Bv2bi,MASSA,5148
17604,ChzdocHrRR6,MASSA,3100
17605,CxeSQfhI_tZ,MASSA,581
17606,CxYRtNqtiP5,MASSA,788
17607,Cw6ygc1sj13,MASSA,1200
17608,Cw6xMdqM2Wd,MASSA,1537
17609,CxT-_puopSh,MASSA,3719
17610,CxobHlGNmOh,MASSA,13547
17611,CxoGZFbR_Ou,MASSA,5825
17612,Cw6tLanO7eC,MASSA,892
17613,Cw6sQvyuAhA,MASSA,880
17614,Cw6qKGyOjbh,MASSA,347
17615,CxirP7st-49,MASSA,9278
17616,Cxg0pmeNYGg,MASSA,18780
17617,Cw6wf8cMsgf,MASSA,215
17618,Cw56t1eRkfi,MASSA,292
17619,Cw3uOwgOFcx,MASSA,735
17620,Cw1Ae2fsUNc,MASSA,423
17621,CwoFHucpKCD,MASSA,617
17622,Cwn4DpKvYbx,MASSA,320
17623,CwlG1uvpkOc,MASSA,605
17624,Cwi8Bv6sDQj,MASSA,440
17625,Cwi0WRJM14p,MASSA,129
17626,Cwiz6AIMZsq,MASSA,201
17627,CwgemDEsktj,MASSA,711
17628,Cwgc-LKMjGT,MASSA,283
17629,CwgOxR0pmDX,MASSA,170
17630,Cwf-jzOp8um,MASSA,243
17631,Cwf5cSZpDTi,MASSA,571
17632,Cwda8-dpaRw,MASSA,515
17633,CwYRsnZpAby,MASSA,430
17634,CwWPzqOMYi-,MASSA,532
17635,CxGX81zu4i2,MASSA,6529
17636,CxEZopiPA0C,MASSA,3807
17637,CxtMGcAv6eT,MASSA,8293
17638,CxsUpEgOmWd,MASSA,7869
17639,CxoSM7-poh_,MASSA,1173
17640,Cxqutq1JlTW,MASSA,3020
17641,Cxqsc_3pVll,MASSA,6581
17642,CxqrSMyLyY3,MASSA,3885
17643,Cxqg_GsCvom,MASSA,2580
17644,CxqH81iRHqt,MASSA,2776
17645,CxoGfLMpMC7,MASSA,1358
17646,CxoUORovM0c,MASSA,5965
17647,CxJo1nQsyGE,MASSA,10887
17648,CxaX_ShNa65,MASSA,3290
17649,CxYpVhPrfGL,MASSA,70100
17650,CxgbjD4IDIB,MASSA,3599
17651,CxdDPFaNnCf,MASSA,10459
17652,CxbA2P-I9F3,MASSA,6761
17653,CxYYpQsN3uF,MASSA,5960
17654,CxWot2Ot9Mn,MASSA,13432
17655,CxW4c6Lt0AH,MASSA,6685
17656,CxJXBtJRgbo,MASSA,6519
17657,CxZODPYN1PN,MASSA,13056
17658,CxUAhLqtZyi,MASSA,8407
17659,CxQ-vEyvF2X,MASSA,7810
17660,CxEShWFvG2v,MASSA,252
17661,CwwAZwbMc8_,MASSA,1953
17662,CxV-K9yNRTb,MASSA,426
17663,CxRkiBHNQ2h,MASSA,730
17664,CxZN4XKtzOb,MASSA,282
17665,CxZItZZJK9f,MASSA,779
17666,CxEW2VnNR0B,MASSA,3682
17667,Cw-_ACzNZAf,MASSA,1753
17668,Cw89B_Poqhe,MASSA,8037
17669,CxN-mpCNern,MASSA,284
17670,CxLZpcvKxun,MASSA,187
17671,CxYTbwkMHVY,MASSA,1560
17672,CxMQqcWoU9q,MASSA,981
17673,CxLpk_SREGI,MASSA,3372
17674,CwENBqZspRh,MASSA,4842
17675,CxLS4tIO0Ff,MASSA,3287
17676,CxJ0ZyeI0E3,MASSA,3423
17677,CxJjNkgPj8M,MASSA,672
17678,CxJKtO-ofR7,MASSA,1398
17679,CxI03ERI2yb,MASSA,211
17680,CxIE7kDuhB7,MASSA,1775
17681,CxYGglfAMbC,MASSA,10792
17682,Cxk77NCpxeu,MASSA,635
17683,Cv6YRvwgVdA,MASSA,546
17684,Cv6Gb7Hs3GQ,MASSA,981
17685,Cv-XikkO0Pj,MASSA,1584
17686,Cv7P9JLgIoo,MASSA,426
17687,Cv6UboJMdFy,MASSA,466
17688,Cv6ZW6eADDz,MASSA,1065
17689,Cv52BfoAgfY,MASSA,714
17690,Cv46icMAAKb,MASSA,188
17691,CxjTSMJRCkP,MASSA,1215
17692,CxiymWIpLXP,MASSA,644
17693,CxTqfHwNyW_,MASSA,8365
17694,Cxemzxltug4,MASSA,6898
17695,CxfrlV9IVnI,MASSA,2797
17696,CxeBCKEttjo,MASSA,1417
17697,CxX_DGHRH5N,MASSA,45268
17698,CxK36zBvgF2,MASSA,2043
17699,CxN3uZlMr0c,MASSA,6851
17700,CxLyiXaPd5G,MASSA,2389
17701,Cwk1N6duKbs,MASSA,6143
17702,CwgOcovo5Xu,MASSA,13003
17703,CwdOS0aN44F,MASSA,9306
17704,CxLBqDvpSQJ,MASSA,539
17705,CxEwhu_t9Ke,MASSA,6320
17706,CxEuGYOPclv,MASSA,5785
17707,CxOTd5trLGA,MASSA,1051
17708,CxJjunNo4zI,MASSA,7444
17709,CxEvhqUtH00,MASSA,2754
17710,CwlxlpnONXE,MASSA,2367
17711,CwiksvNO2mD,MASSA,351
17712,CwlFAtiOQ3o,MASSA,821
17713,CwifCHYOpzi,MASSA,6152
17714,CwdshHzxTm0,MASSA,2415
17715,CwYRrOKKae-,MASSA,107
17716,CwYtzmXKM3n,MASSA,868
17717,CwS_H-6OTsb,MASSA,1389
17718,CxIrMSCPq2g,MASSA,335
17719,Cw0HsOwNM96,MASSA,6308
17720,CxbY0iFtZTf,MASSA,6225
17721,CxERXkSsoch,MASSA,887
17722,Cwv1B4PMbIW,MASSA,7755
17723,CwqJG4Zt3Qs,MASSA,6040
17724,Cwng38WtqsB,MASSA,11896
17725,CxGRLqRo_ST,MASSA,335
17726,CxGJZ0bImFo,MASSA,3825
17727,CxERx67qJQX,MASSA,1532
17728,CxBUW2HO4lw,MASSA,1733
17729,CxElqU2Id05,MASSA,1826
17730,Cw8z6uvquol,MASSA,1841
17731,CxRFoeyOLqN,MASSA,4444
17732,CvuttoLg48M,MASSA,120
17733,CxYNaNJtnL1,MASSA,3781
17734,CxYFsWfPnMu,MASSA,2893
17735,CxJibG9v_YA,MASSA,18706
17736,Cxavn5qIV-y,MASSA,4662
17737,CxZNmhZOqLk,MASSA,1334
17738,CxEjv5ANnYs,MASSA,10348
17739,CxEd345pvqi,MASSA,30584
17740,CxEVs0EJzrt,MASSA,27365
17741,CxERKnpJfLi,MASSA,25080
17742,CxF0yWlMtW4,MASSA,3652
17743,CxEpLswIOBc,MASSA,4314
17744,CxEQjp4sBVs,MASSA,10505
17745,Cw-9LZNsVMp,MASSA,3210
17746,Cw5Jefqtrwv,MASSA,2315
17747,Cw3yDDgPRVL,MASSA,6228
17748,Cw8Dv9dsahS,MASSA,13839
17749,Cw-__b1rNHn,MASSA,2977
17750,Cw-sFBSvlr2,MASSA,11853
17751,CwVsYNZxTj9,MASSA,6569
17752,Cwdo4I0MDX_,MASSA,1042
17753,CwTjjh7NxVb,MASSA,9335
17754,CwS7FQLs1gD,MASSA,7715
17755,Cw_fJV3tSKO,MASSA,4578
17756,Cw9G5fBISy5,MASSA,2050
17757,CwC8LgHOMsl,MASSA,11199
17758,CwB7rQUqI1E,MASSA,12821
17759,CwFh45ZMfKM,MASSA,17505
17760,Cw_AnYJLlVH,MASSA,5873
17761,Cw3utyeNitI,MASSA,18448
17762,CwDhKZ_q1Br,MASSA,411
17763,CyMWJdAvrch,MASSA,2474
17764,CywB3beOQSK,MASSA,93
17765,CyvRDHXuKq6,MASSA,14680
17766,CyhV64Wh04V,MASSA,8386
17767,CyuMfHbxwlF,MASSA,5660
17768,CyuMMLlpVNn,MASSA,584
17769,CyuJZBLLM-i,MASSA,11355
17770,Cyt1sxkPkAR,MASSA,1322
17771,CytX5KiOM3-,MASSA,664
17772,CyWBV22iL8W,MASSA,4323
17773,CyTDIS0RxBy,MASSA,3906
17774,Cyg94bWIbph,MASSA,8528
17775,CyRn4MWtjZO,MASSA,14789
17776,CyPNWsGCrv1,MASSA,4439
17777,CyQ1HG3hgss,MASSA,6639
17778,CyO4uLzpImE,MASSA,4638
17779,CyNtNj4CcZ1,MASSA,2674
17780,CyhTvVJicw6,MASSA,12494
17781,CytPpUIIbI4,MASSA,1469
17782,CytLh8ZiG6o,MASSA,7241
17783,CyZiumvMFL3,MASSA,9918
17784,CyVzEKNuaLN,MASSA,453
17785,CyTygkMP45u,MASSA,5681
17786,CyKTb4hy29-,MASSA,433
17787,CyKJtrYgq7w,MASSA,5554
17788,CyTxdpYuSGP,MASSA,642
17789,CyPd00EpZL5,MASSA,2542
17790,CyPirTPsDn5,MASSA,384
17791,CyPhfDpK9wr,MASSA,1044
17792,CyRXL3ORDqP,MASSA,1500
17793,CyL1DH2NcGg,MASSA,639
17794,Cyde7TlshEJ,MASSA,226
17795,CyOyFEpBTmE,MASSA,7138
17796,CyKFAC4usQ3,MASSA,44
17797,CyKCFlWsveE,MASSA,59
17798,CyKAB3huqPB,MASSA,83
17799,CyJ9Lhtsi8W,MASSA,135
17800,CyJ8TPYO3VI,MASSA,199
17801,CyJ8inpOOuH,MASSA,54
17802,CyJ3x9vOR49,MASSA,456
17803,CyJ2nOdP81M,MASSA,142
17804,CyJw11GR2oT,MASSA,359
17805,CyJpsAFvKso,MASSA,418
17806,CyJmeQNPoEc,MASSA,81
17807,CyJkWamxnrV,MASSA,249
17808,CyJh41Kx5LJ,MASSA,454
17809,CyGxa5XuF9f,MASSA,2056
17810,CyKYFonBDE-,MASSA,2023
17811,CyKNu20MFes,MASSA,12186
17812,CyKIPsRtcYJ,MASSA,4251
17813,CyJM9-JqN2p,MASSA,13976
17814,CyHRUimMrWq,MASSA,8539
17815,CyGeCgxsmBj,MASSA,3466
17816,CyEYI4oqt-f,MASSA,27444
17817,CyoZUtwOW0S,MASSA,5354
17818,Cyjs5xgMEuY,MASSA,3466
17819,CyjKnRRP_W-,MASSA,1610
17820,Cyiof9ur5oC,MASSA,4938
17821,CyhLViishDy,MASSA,6938
17822,CyKGyuVgYJj,MASSA,12248
17823,CyKGVo0A91G,MASSA,3102
17824,CyKD1qTo1r3,MASSA,20652
17825,CymW14lLHKl,MASSA,12006
17826,Cyk1iffOoDh,MASSA,27922
17827,CyhR2lJMYjI,MASSA,3106
17828,CyhAkGYp2Pn,MASSA,4124
17829,CyfvfxTOwp5,MASSA,11147
17830,CyKQcyIoxZ8,MASSA,781
17831,CyEDOnyNGXG,MASSA,1783
17832,CyKNqwBBfiY,MASSA,713
17833,CyKMvFMIdWd,MASSA,4850
17834,CymTAeVxx8G,MASSA,5139
17835,CymRnFzvds4,MASSA,1823
17836,Cyl5kVLiZ6u,MASSA,6080
17837,CylvRSKCgUY,MASSA,1990
17838,CyKI6flOkUE,MASSA,24143
17839,CyKIG9bt0Uv,MASSA,3129
17840,CyD1iO8Rttr,MASSA,3704
17841,CyDaAiti108,MASSA,11618
17842,CyKXQewC4m8,MASSA,8897
17843,CyKR4j-tD77,MASSA,15180
17844,CyKQ4T4iJOO,MASSA,821
17845,CyKMnFvCjD2,MASSA,13191
17846,CyRlP5AJ1Tl,MASSA,2933
17847,CyOnhMLNb0z,MASSA,24125
17848,CyLPY_sLZW1,MASSA,2465
17849,CyJxy0wNpSm,MASSA,28613
17850,CyJt3R4NcpA,MASSA,592
17851,CyKLjwSoM_-,MASSA,89
17852,CyKK_kQtqBC,MASSA,157
17853,CyKKO2kp4rz,MASSA,70
17854,CyKJZyAqTWd,MASSA,279
17855,CyKHXWLKXSn,MASSA,89
17856,CyG39Lqtk_H,MASSA,657
17857,CyE0XS0rP-y,MASSA,219
17858,CybNsGDsX38,MASSA,26517
17859,CyKSsWQsuS2,MASSA,324
17860,CyRdn0Xs5FQ,MASSA,1897
17861,CydDMFIt_MR,MASSA,12765
17862,CyKWmUUsW2g,MASSA,196
17863,CyKNJ1ZMZhN,MASSA,273
17864,CyayGcRO-g8,MASSA,5856
17865,CyUI0mruH9l,MASSA,5893
17866,CyRKYYrrgUF,MASSA,31688
17867,CycPGU3PYty,MASSA,26498
17868,CycJdEoBy5M,MASSA,14789
17869,CybOzpXrC-B,MASSA,14185
17870,CyW4VahKMUr,MASSA,24286
17871,CyjHKzBCNht,MASSA,5377
17872,Cyg22EePOi4,MASSA,4402
17873,Cyee7r3sMgT,MASSA,8731
17874,CyeXi1tL3_S,MASSA,4223
17875,CyeWShxSdE7,MASSA,5905
17876,CydzMuZJIvi,MASSA,5985
17877,CycLnNgN45l,MASSA,675
17878,CycLMcuAEbu,MASSA,17390
17879,CxL05bbvd8b,MASSA,1341
17880,Cw5QxP1uVxT,MASSA,828
17881,CxNp9wgouCu,MASSA,1892
17882,CxTjs8PsZii,MASSA,1384
17883,CxTxUqwN_pU,MASSA,1080
17884,CxOhEfNoY3b,MASSA,217
17885,CxTIE6DtFAX,MASSA,5726
17886,CxRMdDpNM6K,MASSA,601
17887,CxLFHdpOsMY,MASSA,3844
17888,CxS6TIUsRgr,MASSA,9955
17889,CxcCY5GMiUu,MASSA,8375
17890,CxbMSX1h8-L,MASSA,2623
17891,CxTr0y_R_jm,MASSA,4324
17892,CwQ2UMgsWxL,MASSA,1308
17893,CwG2DB_M6Sa,MASSA,455
17894,CvyWHV3geJ9,MASSA,2866
17895,CxgwIpENGdY,MASSA,9109
17896,CxJh_SdttRG,MASSA,16443
17897,CxRFqRoovxC,MASSA,18827
17898,CxEaCSOInDD,MASSA,2403
17899,CwnlPV4OITJ,MASSA,7568
