Union por la Patria,Juntos por el Cambio,La Libertad Avanza,Hacemos juntos nuestro Pais,Frente de Izquierda y Trabajadores,Inicio,Final
28.98636674584686,35.81181096263507,16.290328077755387,1.2643627530393369,2.3237025638031774,2022-12-25,2023-01-06
28.598374937559143,34.940061143247874,17.275200574604828,1.500382415110967,2.392846513819363,2022-12-26,2023-01-03
28.24021875656939,34.137167497270276,18.174798355319588,1.723280351443371,2.45824164896037,2023-01-06,2023-01-11
27.910743594981543,33.400291419355334,18.99289272157037,1.9334236313962774,2.519992861749763,2023-01-11,2023-01-17
27.608814678614593,32.726643597780075,19.7331865521666,2.1311755025442745,2.578203840239934,2023-01-15,2023-01-16
27.333317067002607,32.11348401444556,20.39931430305643,2.316895390676809,2.6329770680121016,2023-01-16,2023-01-22
27.083155653394712,31.55812194487683,20.994842007326724,2.490938899798187,2.6844138241763136,2023-01-19,2023-01-19
26.857255164755088,31.05791595822292,21.52326727520309,2.6536578121275762,2.7326141833714432,2023-01-23,2023-02-03
26.654560161762994,30.61027391725688,21.988019294049824,2.805400088098999,2.777677015765191,2023-02-01,2023-02-01
26.47403503881274,30.212652978375743,22.39245882836998,2.9465098663613416,2.8196999870540864,2023-02-02,2023-02-05
26.314664024013705,29.86255959160055,22.73987821980531,3.077327463778346,2.8587795584634845,2023-02-05,2023-02-07
26.175451179190325,29.55754950057635,23.033501387136305,3.198189375428616,2.8950109867475686,2023-02-10,2023-02-16
26.05542039988211,29.295227742572163,23.27648382628216,3.3094282746056116,2.928488324189349,2023-02-12,2023-02-17
25.95361541534362,29.07324864848104,23.471912610300805,3.4113730128176556,2.9593044186006625,2023-02-14,2023-02-28
25.86909978854448,28.889315842820004,23.622806389388895,3.5043486197879283,2.987550913322175,2023-02-18,2023-02-27
25.80095691616939,28.7411822437301,23.732115390881802,3.588676303454468,3.0133182472233777,2023-02-27,2023-04-13
25.7482900286181,28.626650062976356,23.802721419253608,3.6646734499701736,3.0366956547025907,2023-03-01,2023-03-01
25.71022219000543,28.543570805947805,23.83743785611715,3.7326536237028045,3.057771165686961,2023-03-08,2023-03-16
25.685896298161257,28.489845271657483,23.839009660223944,3.7929265672349763,3.0766316056324614,2023-03-13,2023-03-18
25.674475084630526,28.46342355274241,23.810113367464275,3.845798201364166,3.093362595523894,2023-03-27,2023-03-29
25.675141114673245,28.462305035463622,23.75335709086711,3.89157062510271,3.108048551874888,2023-04-02,2023-04-04
25.68709678726448,28.484538399706143,23.671280520600156,3.930542115677802,3.120772686727898,2023-04-02,2023-04-14
25.709564335094363,28.528221618979007,23.566354923969854,3.963007128531496,3.1316170076542083,2023-04-05,2023-04-09
25.741785824568094,28.59150196041523,23.44098314542134,3.9892562973207064,3.140662317753929,2023-04-05,2023-04-15
25.783023155805925,28.67257598477185,23.297499606538498,4.009576433917205,3.147988215655997,2023-04-07,2023-04-15
25.83255806264318,28.76968954642988,23.138170306043918,4.024250528407624,3.1536730955181778,2023-04-10,2023-04-14
25.889692112630243,28.881137793394352,22.96519281979891,4.033557749093455,3.1577941470270643,2023-04-11,2023-04-16
25.953746707032554,29.005265167294272,22.78069630080353,4.037773442491048,3.1604273553980757,2023-04-17,2023-05-07
26.024063080830636,29.140465403382677,22.586741479196544,4.03716913333161,3.1616475013754597,2023-04-22,2023-04-30
26.10000230272005,29.285181530536583,22.385320662255406,4.032012524561211,3.1615281612322885,2023-04-27,2023-04-30
26.18094527511144,29.43790587125701,22.178357734396354,4.022567497340782,3.1601417067704656,2023-05-06,2023-05-13
26.2662927341305,29.597180041668963,21.967708157174304,4.009094111046106,3.157559305320718,2023-05-08,2023-05-13
26.35546524961799,29.76159495152148,21.7551589692829,3.9918486032678313,3.1538509197426037,2023-05-09,2023-05-20
26.44790322512974,29.92979080418756,21.542428786554535,3.971083389811465,3.1490853084245045,2023-05-12,2023-05-19
26.543066897936633,30.100457096664222,21.331167801960287,3.9470470646973697,3.1433300252836314,2023-05-14,2023-05-22
26.640436339024614,30.27233261957248,21.122957785609994,3.919984400160769,3.136651419766023,2023-05-18,2023-05-24
26.739511453094707,30.444205457157352,20.919312084752182,3.8901363466517482,3.1291146368465435,2023-05-19,2023-05-26
26.839811978562985,30.614912987287845,20.72167562377413,3.8577400328352462,3.120783617028886,2023-05-19,2023-06-06
26.940877487560584,30.78334188145697,20.53142490420178,3.8230287655910695,3.11172109634557,2023-05-20,2023-05-28
27.04226738593371,30.948428104781733,20.349868004699896,3.7862320300138768,3.101988606357943,2023-05-26,2023-06-01
27.143560913243622,31.10915691600315,20.178244581071876,3.7475754894131876,3.091646474156179,2023-05-26,2023-06-09
27.244357142766656,31.264562867486212,20.017725866259877,3.707280985313381,3.0807538223592803,2023-05-28,2023-05-31
27.34427498149419,31.41372980521995,19.869414670344792,3.6655665374536985,3.069368569115074,2023-06-01,2023-06-01
27.442953170132697,31.555790868817347,19.734345380546184,3.6226463437882357,3.0575474281002193,2023-06-02,2023-06-05
27.540050283103668,31.689928491515424,19.613483961222425,3.578730780485949,3.045345908520197,2023-06-05,2023-06-12
27.63524472854371,31.81537440017518,19.507727953870496,3.5340264019306575,3.032818315109319,2023-06-08,2023-06-14
27.72823474830446,31.931409615281602,19.417906477126206,3.4887359407210345,3.0200177481307238,2023-06-16,2023-06-16
27.818738417952595,32.037364450943706,19.344780226764012,3.443058307670616,3.006996103376375,2023-06-25,2023-06-27
27.906493646769924,32.13261851489451,19.28904147569713,3.397188591807791,2.993804072167068,2023-06-26,2023-06-28
27.991258177753245,32.216600708490994,19.25131407397752,3.3513180603758252,2.9804911413524193,2023-06-26,2023-06-29
28.07280958761448,32.28878922671414,19.232153448795795,3.3056341588328175,2.9671055933108796,2023-06-27,2023-06-30
28.15094528678057,32.348711558168965,19.23204660448138,3.260320510851746,2.9536945059497217,2023-06-27,2023-07-02
28.22548251939353,32.39594448508446,19.2514121225023,3.2155569183204458,2.9403037527050486,2023-06-28,2023-06-28
28.29625836331045,32.43011408331362,19.290600161465445,3.1715193613415886,2.926978002541788,2023-06-28,2023-06-30
28.363129730103488,32.45089572233345,19.349892457116336,3.1283799982327567,2.9137607199536966,2023-06-28,2023-07-07
28.425973365059846,32.458014065244946,19.42950232233917,3.0863071655263257,2.900694164963358,2023-07-01,2023-07-05
28.48468584718178,32.451243068773046,19.529574647157087,3.045465377969582,2.887819393122184,2023-07-01,2023-07-06
28.539183589186642,32.430405983266816,19.650185898731674,3.006015328524641,2.8751762555104126,2023-07-04,2023-07-07
28.589402837506825,32.39537535269918,19.79134412136335,2.9681138883684968,2.862803398737107,2023-07-04,2023-07-11
28.635299672289783,32.34607301466725,19.952988936491348,2.9319141068929975,2.8507382649401647,2023-07-05,2023-07-12
28.676850007398066,32.28247010039184,20.134991542693538,2.897565211704845,2.839017091786304,2023-07-05,2023-07-18
28.714049590409225,32.20458703471804,20.337154715686435,2.8652126086255985,2.8276749124710694,2023-07-06,2023-07-06
28.74691400261593,32.11249353611479,20.559212808325494,2.8349978816916854,2.816745555718839,2023-07-07,2023-07-07
28.775478659025886,32.00630861667512,20.800831750604655,2.8070587931543907,2.8062616457828113,2023-07-08,2023-07-12
28.799798808361864,31.88620058211601,21.061609049656678,2.781529283479853,2.796254602445021,2023-07-12,2023-07-27
28.819949533061724,31.752387031778433,21.341073789753093,2.758539471349068,2.7867546410163193,2023-07-14,2023-07-21
28.83602574927837,31.605134858627373,21.63868663230414,2.738215653657904,2.7777907723363935,2023-07-15,2023-07-19
28.848142206879707,31.44476024925178,21.953839815858682,2.720680305517079,2.769390802773753,2023-07-17,2023-07-21
28.856433489448854,31.271628683864613,22.28585715610441,2.7060520802521646,2.7615813342257347,2023-07-20,2023-07-25
28.861054014283802,31.086154936302968,22.633994045867748,2.6944458094036117,2.754387764118512,2023-07-22,2023-07-29
28.86217803239777,30.888803074027727,22.997437455113722,2.685972502726707,2.7478342854070696,2023-07-23,2023-07-23
28.859999628518985,30.680086458123846,23.37530593094615,2.6807393481916018,2.74194388657523,2023-07-24,2023-07-29
28.854732721090677,30.46056774330041,23.766649597607593,2.678849711983326,2.7367383516356405,2023-07-24,2023-07-31
