,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_epochs,param_model__activation,param_optimizer__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,88.8216667175293,1.2980230030623479,1.3006049791971843,0.19211955328943353,16,300,softmax,0.05,"{'batch_size': 16, 'epochs': 300, 'model__activation': 'softmax', 'optimizer__learning_rate': 0.05}",-17.64850976759499,-17.680870966775405,-17.620809911555007,-17.6500635486418,0.024544425914424364,7
1,72.53097788492839,0.8333962738108707,1.1196097532908122,0.11806344320582617,16,300,softplus,0.05,"{'batch_size': 16, 'epochs': 300, 'model__activation': 'softplus', 'optimizer__learning_rate': 0.05}",-2.140957867954353,-2.1974370115209876,-1.600196139609081,-1.9795303396948072,0.2692189937956502,1
2,71.13411243756612,0.2652178541791044,1.1607897281646729,0.11222627187890397,16,300,softsign,0.05,"{'batch_size': 16, 'epochs': 300, 'model__activation': 'softsign', 'optimizer__learning_rate': 0.05}",-16.878991735065306,-16.9218593120414,-16.86027274637095,-16.887041264492552,0.02577883448063817,6
3,71.26299039522807,0.1347308979003332,0.8844084739685059,0.10794593123641313,16,300,relu,0.05,"{'batch_size': 16, 'epochs': 300, 'model__activation': 'relu', 'optimizer__learning_rate': 0.05}",-3.231465180031614,-7.503470875131124,-2.81794925643037,-4.517628437197703,2.1180478673991443,2
4,70.69437170028687,0.43647265572449534,0.8999731540679932,0.18826046895420187,16,300,tanh,0.05,"{'batch_size': 16, 'epochs': 300, 'model__activation': 'tanh', 'optimizer__learning_rate': 0.05}",-16.862831040368484,-16.90566767544602,-16.844119950388745,-16.870872888734414,0.025762170053354388,4
5,72.23941135406494,0.9027067095674759,0.9132397969563802,0.12397088431982604,16,300,sigmoid,0.05,"{'batch_size': 16, 'epochs': 300, 'model__activation': 'sigmoid', 'optimizer__learning_rate': 0.05}",-16.862845849751317,-16.905681764148135,-16.8441372246051,-16.870888279501518,0.02576099239944309,5
6,75.45292623837788,0.0945591812588993,0.6392459869384766,0.05224489578234834,16,300,hard_sigmoid,0.05,"{'batch_size': 16, 'epochs': 300, 'model__activation': 'hard_sigmoid', 'optimizer__learning_rate': 0.05}",-16.862826128783908,-16.90566274466045,-16.844115458616194,-16.87086811068685,0.025762016090215806,3
7,66.41216317812602,0.05263130053204046,0.40773431460062665,0.10949558098923375,16,300,linear,0.05,"{'batch_size': 16, 'epochs': 300, 'model__activation': 'linear', 'optimizer__learning_rate': 0.05}",,,,,,8
